,WRank,LRank,Surface,WPts,LPts,A,B,C,D,E,ACourt,BCourt,CCourt,DCourt,ECourt,AOpponentRank,BOpponentRank,COpponentRank,DOpponentRank,EOpponentRank,APlayerRank,BPlayerRank,CPlayerRank,DPlayerRank,EPlayerRank
0,59,83.0,2,893,666.0,1,0,0,0,0,2,2,2,2,2,117.0,49.0,61.0,77.0,84.0,61.0,61.0,100.0,51.0,59.0
0,89,86.0,2,640,656.0,0,0,0,0,0,2,2,2,2,2,49.0,61.0,77.0,84.0,83.0,61.0,100.0,51.0,59.0,59.0
0,8,89.0,2,3235,640.0,0,0,0,0,1,2,2,2,2,2,61.0,77.0,84.0,83.0,89.0,100.0,51.0,59.0,59.0,86.0
0,86,104.0,1,655,577.0,0,0,0,1,0,2,2,2,2,2,77.0,84.0,83.0,89.0,89.0,51.0,59.0,59.0,86.0,8.0
0,86,617.0,1,655,43.0,0,0,1,0,1,2,2,2,2,1,84.0,83.0,89.0,89.0,86.0,59.0,59.0,86.0,8.0,104.0
0,70,86.0,1,760,655.0,0,1,0,1,1,2,2,2,1,1,83.0,89.0,89.0,86.0,86.0,59.0,86.0,8.0,104.0,617.0
0,79,66.0,1,707,815.0,1,0,1,1,0,2,2,1,1,1,89.0,89.0,86.0,86.0,86.0,86.0,8.0,104.0,617.0,70.0
0,79,43.0,1,707,1128.0,0,1,1,0,1,2,1,1,1,1,89.0,86.0,86.0,86.0,79.0,8.0,104.0,617.0,70.0,66.0
0,55,79.0,1,951,707.0,1,1,0,1,1,1,1,1,1,1,86.0,86.0,86.0,79.0,79.0,104.0,617.0,70.0,66.0,43.0
0,87,75.0,1,675,732.0,1,0,1,1,0,1,1,1,1,1,86.0,86.0,79.0,79.0,79.0,617.0,70.0,66.0,43.0,55.0
0,41,77.0,1,1175,732.0,0,1,1,0,0,1,1,1,1,1,86.0,79.0,79.0,79.0,75.0,70.0,66.0,43.0,55.0,87.0
0,74,370.0,1,767,122.0,1,1,0,0,0,1,1,1,1,1,79.0,79.0,79.0,75.0,77.0,66.0,43.0,55.0,87.0,41.0
0,18,74.0,1,1905,767.0,1,0,0,0,1,1,1,1,1,1,79.0,79.0,75.0,77.0,74.0,43.0,55.0,87.0,41.0,370.0
0,65,77.0,1,870,747.0,0,0,0,1,0,1,1,1,1,1,79.0,75.0,77.0,74.0,74.0,55.0,87.0,41.0,370.0,18.0
0,53,87.0,3,970,667.0,0,0,1,0,0,1,1,1,1,1,75.0,77.0,74.0,74.0,77.0,87.0,41.0,370.0,18.0,65.0
0,85,286.0,3,667,189.0,0,1,0,0,0,1,1,1,1,3,77.0,74.0,74.0,77.0,87.0,41.0,370.0,18.0,65.0,53.0
0,34,85.0,3,1245,667.0,1,0,0,0,1,1,1,1,3,3,74.0,74.0,77.0,87.0,85.0,370.0,18.0,65.0,53.0,286.0
0,76,74.0,3,722,729.0,0,0,0,1,0,1,1,3,3,3,74.0,77.0,87.0,85.0,85.0,18.0,65.0,53.0,286.0,34.0
0,76,57.0,3,722,920.0,0,0,1,0,1,1,3,3,3,3,77.0,87.0,85.0,85.0,76.0,65.0,53.0,286.0,34.0,74.0
0,103,76.0,3,550,722.0,0,1,0,1,1,3,3,3,3,3,87.0,85.0,85.0,76.0,76.0,53.0,286.0,34.0,74.0,57.0
0,53,74.0,3,950,750.0,1,0,1,1,0,3,3,3,3,3,85.0,85.0,76.0,76.0,76.0,286.0,34.0,74.0,57.0,103.0
0,66,82.0,3,825,715.0,0,1,1,0,0,3,3,3,3,3,85.0,76.0,76.0,76.0,74.0,34.0,74.0,57.0,103.0,53.0
0,81,25.0,1,715,1655.0,1,1,0,0,0,3,3,3,3,3,76.0,76.0,76.0,74.0,82.0,74.0,57.0,103.0,53.0,66.0
0,81,72.0,1,715,770.0,1,0,0,0,1,3,3,3,3,1,76.0,76.0,74.0,82.0,81.0,57.0,103.0,53.0,66.0,25.0
0,81,13.0,1,715,2200.0,0,0,0,1,1,3,3,3,1,1,76.0,74.0,82.0,81.0,81.0,103.0,53.0,66.0,25.0,72.0
0,81,69.0,1,715,789.0,0,0,1,1,1,3,3,1,1,1,74.0,82.0,81.0,81.0,81.0,53.0,66.0,25.0,72.0,13.0
0,81,36.0,1,715,1197.0,0,1,1,1,1,3,1,1,1,1,82.0,81.0,81.0,81.0,81.0,66.0,25.0,72.0,13.0,69.0
0,90,35.0,1,649,1215.0,1,1,1,1,1,1,1,1,1,1,81.0,81.0,81.0,81.0,81.0,25.0,72.0,13.0,69.0,36.0
0,60,36.0,2,899,1152.0,1,1,1,1,0,1,1,1,1,1,81.0,81.0,81.0,81.0,35.0,72.0,13.0,69.0,36.0,90.0
0,37,78.0,2,1152,725.0,1,1,1,0,0,1,1,1,1,2,81.0,81.0,81.0,35.0,36.0,13.0,69.0,36.0,90.0,60.0
0,37,18.0,2,1152,1815.0,1,1,0,0,1,1,1,1,2,2,81.0,81.0,35.0,36.0,37.0,69.0,36.0,90.0,60.0,78.0
0,37,66.0,2,1152,825.0,1,0,0,1,1,1,1,2,2,2,81.0,35.0,36.0,37.0,37.0,36.0,90.0,60.0,78.0,18.0
0,1,37.0,2,10040,1152.0,0,0,1,1,1,1,2,2,2,2,35.0,36.0,37.0,37.0,37.0,90.0,60.0,78.0,18.0,66.0
0,31,186.0,2,1322,298.0,0,1,1,1,0,2,2,2,2,2,36.0,37.0,37.0,37.0,37.0,60.0,78.0,18.0,66.0,1.0
0,31,108.0,2,1322,491.0,1,1,1,0,1,2,2,2,2,2,37.0,37.0,37.0,37.0,31.0,78.0,18.0,66.0,1.0,186.0
0,12,31.0,2,2475,1322.0,1,1,0,1,1,2,2,2,2,2,37.0,37.0,37.0,31.0,31.0,18.0,66.0,1.0,186.0,108.0
0,58,35.0,2,875,1277.0,1,0,1,1,0,2,2,2,2,2,37.0,37.0,31.0,31.0,31.0,66.0,1.0,186.0,108.0,12.0
0,34,17.0,2,1257,1850.0,0,1,1,0,0,2,2,2,2,2,37.0,31.0,31.0,31.0,35.0,1.0,186.0,108.0,12.0,58.0
0,34,28.0,2,1257,1420.0,1,1,0,0,1,2,2,2,2,2,31.0,31.0,31.0,35.0,34.0,186.0,108.0,12.0,58.0,17.0
0,34,61.0,2,1257,854.0,1,0,0,1,1,2,2,2,2,2,31.0,31.0,35.0,34.0,34.0,108.0,12.0,58.0,17.0,28.0
0,34,16.0,2,1257,1855.0,0,0,1,1,1,2,2,2,2,2,31.0,35.0,34.0,34.0,34.0,12.0,58.0,17.0,28.0,61.0
0,34,4.0,2,1257,5980.0,0,1,1,1,1,2,2,2,2,2,35.0,34.0,34.0,34.0,34.0,58.0,17.0,28.0,61.0,16.0
0,23,29.0,2,1757,1430.0,1,1,1,1,1,2,2,2,2,2,34.0,34.0,34.0,34.0,34.0,17.0,28.0,61.0,16.0,4.0
0,5,23.0,2,4755,1757.0,1,1,1,1,1,2,2,2,2,2,34.0,34.0,34.0,34.0,23.0,28.0,61.0,16.0,4.0,29.0
0,8,24.0,2,3730,1767.0,1,1,1,1,0,2,2,2,2,2,34.0,34.0,34.0,23.0,23.0,61.0,16.0,4.0,29.0,5.0
0,22,35.0,2,1767,1205.0,1,1,1,0,0,2,2,2,2,2,34.0,34.0,23.0,23.0,24.0,16.0,4.0,29.0,5.0,8.0
0,6,22.0,2,4230,1767.0,1,1,0,0,1,2,2,2,2,2,34.0,23.0,23.0,24.0,22.0,4.0,29.0,5.0,8.0,35.0
0,21,12.0,2,1855,2595.0,0,1,1,1,1,2,2,2,2,2,89.0,40.0,46.0,64.0,43.0,20.0,21.0,21.0,21.0,21.0
0,40,21.0,2,1225,2015.0,1,1,1,1,1,2,2,2,2,2,40.0,46.0,64.0,43.0,21.0,21.0,21.0,21.0,21.0,12.0
0,56,22.0,2,882,1845.0,1,1,1,1,0,2,2,2,2,2,46.0,64.0,43.0,21.0,21.0,21.0,21.0,21.0,12.0,40.0
0,23,70.0,2,1845,739.0,1,1,1,0,0,2,2,2,2,2,64.0,43.0,21.0,21.0,22.0,21.0,21.0,12.0,40.0,56.0
0,23,99.0,2,1845,575.0,1,1,0,0,1,2,2,2,2,2,43.0,21.0,21.0,22.0,23.0,21.0,12.0,40.0,56.0,70.0
0,23,50.0,2,1845,981.0,1,0,0,1,1,2,2,2,2,2,21.0,21.0,22.0,23.0,23.0,12.0,40.0,56.0,70.0,99.0
0,23,117.0,2,1845,481.0,0,0,1,1,1,2,2,2,2,2,21.0,22.0,23.0,23.0,23.0,40.0,56.0,70.0,99.0,50.0
0,23,15.0,2,1845,2335.0,0,1,1,1,1,2,2,2,2,2,22.0,23.0,23.0,23.0,23.0,56.0,70.0,99.0,50.0,117.0
0,16,48.0,2,2255,1038.0,1,1,1,1,1,2,2,2,2,2,23.0,23.0,23.0,23.0,23.0,70.0,99.0,50.0,117.0,15.0
0,49,16.0,2,1026,2255.0,1,1,1,1,1,2,2,2,2,2,23.0,23.0,23.0,23.0,16.0,99.0,50.0,117.0,15.0,48.0
0,176,15.0,2,319,2255.0,1,1,1,1,0,2,2,2,2,2,23.0,23.0,23.0,16.0,16.0,50.0,117.0,15.0,48.0,49.0
0,16,50.0,1,2175,979.0,1,1,1,0,0,2,2,2,2,2,23.0,23.0,16.0,16.0,15.0,117.0,15.0,48.0,49.0,176.0
0,16,30.0,1,2175,1420.0,1,1,0,0,1,2,2,2,2,1,23.0,16.0,16.0,15.0,16.0,15.0,48.0,49.0,176.0,50.0
0,10,16.0,1,3110,2175.0,1,0,0,1,1,2,2,2,1,1,16.0,16.0,15.0,16.0,16.0,48.0,49.0,176.0,50.0,30.0
0,15,75.0,1,2175,715.0,0,0,1,1,0,2,2,1,1,1,16.0,15.0,16.0,16.0,16.0,49.0,176.0,50.0,30.0,10.0
0,15,153.0,1,2175,376.0,0,1,1,0,1,2,1,1,1,1,15.0,16.0,16.0,16.0,15.0,176.0,50.0,30.0,10.0,75.0
0,10,15.0,1,2930,2175.0,1,1,0,1,1,1,1,1,1,1,16.0,16.0,16.0,15.0,15.0,50.0,30.0,10.0,75.0,153.0
0,14,193.0,1,2175,299.0,1,0,1,1,0,1,1,1,1,1,16.0,16.0,15.0,15.0,15.0,30.0,10.0,75.0,153.0,10.0
0,34,14.0,1,1320,2175.0,0,1,1,0,1,1,1,1,1,1,16.0,15.0,15.0,15.0,14.0,10.0,75.0,153.0,10.0,193.0
0,14,53.0,1,2175,977.0,1,1,0,1,0,1,1,1,1,1,15.0,15.0,15.0,14.0,14.0,75.0,153.0,10.0,193.0,34.0
0,28,14.0,1,1450,2175.0,1,0,1,0,1,1,1,1,1,1,15.0,15.0,14.0,14.0,14.0,153.0,10.0,193.0,34.0,53.0
0,13,100.0,1,2120,602.0,0,1,0,1,0,1,1,1,1,1,15.0,14.0,14.0,14.0,14.0,10.0,193.0,34.0,53.0,28.0
0,13,315.0,1,2120,159.0,1,0,1,0,1,1,1,1,1,1,14.0,14.0,14.0,14.0,13.0,193.0,34.0,53.0,28.0,100.0
0,22,13.0,1,1665,2120.0,0,1,0,1,1,1,1,1,1,1,14.0,14.0,14.0,13.0,13.0,34.0,53.0,28.0,100.0,315.0
0,16,67.0,3,2030,865.0,1,0,1,1,0,1,1,1,1,1,14.0,14.0,13.0,13.0,13.0,53.0,28.0,100.0,315.0,22.0
0,16,43.0,3,2030,1120.0,0,1,1,0,1,1,1,1,1,3,14.0,13.0,13.0,13.0,16.0,28.0,100.0,315.0,22.0,67.0
0,16,36.0,3,2030,1220.0,1,1,0,1,1,1,1,1,3,3,13.0,13.0,13.0,16.0,16.0,100.0,315.0,22.0,67.0,43.0
0,34,16.0,3,1245,2030.0,1,0,1,1,1,1,1,3,3,3,13.0,13.0,16.0,16.0,16.0,315.0,22.0,67.0,43.0,36.0
0,17,89.0,1,1940,654.0,0,1,1,1,0,1,3,3,3,3,13.0,16.0,16.0,16.0,16.0,22.0,67.0,43.0,36.0,34.0
0,17,88.0,1,1940,668.0,1,1,1,0,1,3,3,3,3,1,16.0,16.0,16.0,16.0,17.0,67.0,43.0,36.0,34.0,89.0
0,17,101.0,1,1940,568.0,1,1,0,1,1,3,3,3,1,1,16.0,16.0,16.0,17.0,17.0,43.0,36.0,34.0,89.0,88.0
0,84,17.0,1,687,1940.0,1,0,1,1,1,3,3,1,1,1,16.0,16.0,17.0,17.0,17.0,36.0,34.0,89.0,88.0,101.0
0,98,22.0,2,578,1650.0,0,1,1,1,0,3,1,1,1,1,16.0,17.0,17.0,17.0,17.0,34.0,89.0,88.0,101.0,84.0
0,26,170.0,2,1570,337.0,1,1,1,0,0,1,1,1,1,2,17.0,17.0,17.0,17.0,22.0,89.0,88.0,101.0,84.0,98.0
0,26,110.0,2,1570,486.0,1,1,0,0,1,1,1,1,2,2,17.0,17.0,17.0,22.0,26.0,88.0,101.0,84.0,98.0,170.0
0,26,22.0,2,1570,1696.0,1,0,0,1,1,1,1,2,2,2,17.0,17.0,22.0,26.0,26.0,101.0,84.0,98.0,170.0,110.0
0,8,26.0,2,3665,1570.0,0,0,1,1,1,1,2,2,2,2,17.0,22.0,26.0,26.0,26.0,84.0,98.0,170.0,110.0,22.0
0,5,26.0,2,4890,1570.0,0,1,1,1,0,2,2,2,2,2,22.0,26.0,26.0,26.0,26.0,98.0,170.0,110.0,22.0,8.0
0,28,73.0,2,1570,750.0,1,1,1,0,0,2,2,2,2,2,26.0,26.0,26.0,26.0,26.0,170.0,110.0,22.0,8.0,5.0
0,28,78.0,2,1570,701.0,1,1,0,0,1,2,2,2,2,2,26.0,26.0,26.0,26.0,28.0,110.0,22.0,8.0,5.0,73.0
0,2,28.0,2,6900,1570.0,1,0,0,1,1,2,2,2,2,2,26.0,26.0,26.0,28.0,28.0,22.0,8.0,5.0,73.0,78.0
0,26,48.0,2,1650,1017.0,0,0,1,1,0,2,2,2,2,2,26.0,26.0,28.0,28.0,28.0,8.0,5.0,73.0,78.0,2.0
0,26,49.0,2,1650,950.0,0,1,1,0,1,2,2,2,2,2,26.0,28.0,28.0,28.0,26.0,5.0,73.0,78.0,2.0,48.0
0,5,26.0,2,5025,1650.0,1,1,0,1,1,2,2,2,2,2,28.0,28.0,28.0,26.0,26.0,73.0,78.0,2.0,48.0,49.0
0,25,36.0,2,1650,1190.0,1,0,1,1,0,2,2,2,2,2,28.0,28.0,26.0,26.0,26.0,78.0,2.0,48.0,49.0,5.0
0,10,25.0,2,3335,1650.0,0,1,1,0,1,2,2,2,2,2,28.0,26.0,26.0,26.0,25.0,2.0,48.0,49.0,5.0,36.0
0,51,20.0,1,968,1985.0,1,0,0,0,1,2,2,2,2,1,98.0,5.0,42.0,2.0,60.0,49.0,49.0,51.0,51.0,51.0
0,51,24.0,1,968,1810.0,0,0,0,1,1,2,2,2,1,1,5.0,42.0,2.0,60.0,51.0,49.0,51.0,51.0,51.0,20.0
0,51,70.0,1,968,755.0,0,0,1,1,1,2,2,1,1,1,42.0,2.0,60.0,51.0,51.0,51.0,51.0,51.0,20.0,24.0
0,6,51.0,1,4060,968.0,0,1,1,1,1,2,1,1,1,1,2.0,60.0,51.0,51.0,51.0,51.0,51.0,20.0,24.0,70.0
0,43,417.0,1,1098,91.0,1,1,1,1,0,1,1,1,1,1,60.0,51.0,51.0,51.0,51.0,51.0,20.0,24.0,70.0,6.0
0,43,11.0,1,1098,2660.0,1,1,1,0,1,1,1,1,1,1,51.0,51.0,51.0,51.0,43.0,20.0,24.0,70.0,6.0,417.0
0,21,43.0,1,1850,1098.0,1,1,0,1,1,1,1,1,1,1,51.0,51.0,51.0,43.0,43.0,24.0,70.0,6.0,417.0,11.0
0,88,48.0,2,641,1043.0,1,0,1,1,0,1,1,1,1,1,51.0,51.0,43.0,43.0,43.0,70.0,6.0,417.0,11.0,21.0
0,58,92.0,1,877,643.0,0,1,1,0,0,1,1,1,1,2,51.0,43.0,43.0,43.0,48.0,6.0,417.0,11.0,21.0,88.0
0,1,58.0,1,8770,877.0,1,1,0,0,1,1,1,1,2,1,43.0,43.0,43.0,48.0,58.0,417.0,11.0,21.0,88.0,92.0
0,57,84.0,1,922,680.0,1,0,0,1,0,1,1,2,1,1,43.0,43.0,48.0,58.0,58.0,11.0,21.0,88.0,92.0,1.0
0,57,104.0,1,922,577.0,0,0,1,0,1,1,2,1,1,1,43.0,48.0,58.0,58.0,57.0,21.0,88.0,92.0,1.0,84.0
0,57,159.0,1,922,352.0,0,1,0,1,1,2,1,1,1,1,48.0,58.0,58.0,57.0,57.0,88.0,92.0,1.0,84.0,104.0
0,94,57.0,1,645,922.0,1,0,1,1,1,1,1,1,1,1,58.0,58.0,57.0,57.0,57.0,92.0,1.0,84.0,104.0,159.0
0,114,63.0,1,491,850.0,0,1,1,1,0,1,1,1,1,1,58.0,57.0,57.0,57.0,57.0,1.0,84.0,104.0,159.0,94.0
0,65,35.0,1,830,1290.0,1,1,1,0,0,1,1,1,1,1,57.0,57.0,57.0,57.0,63.0,84.0,104.0,159.0,94.0,114.0
0,65,7.0,1,830,3660.0,1,1,0,0,1,1,1,1,1,1,57.0,57.0,57.0,63.0,65.0,104.0,159.0,94.0,114.0,35.0
0,11,65.0,1,2280,830.0,1,0,0,1,1,1,1,1,1,1,57.0,57.0,63.0,65.0,65.0,159.0,94.0,114.0,35.0,7.0
0,75,66.0,1,755,850.0,0,0,1,1,0,1,1,1,1,1,57.0,63.0,65.0,65.0,65.0,94.0,114.0,35.0,7.0,11.0
0,97,70.0,3,597,815.0,0,1,1,0,0,1,1,1,1,1,63.0,65.0,65.0,65.0,66.0,114.0,35.0,7.0,11.0,75.0
0,1,72.0,3,8920,770.0,1,1,0,0,0,1,1,1,1,3,65.0,65.0,65.0,66.0,70.0,35.0,7.0,11.0,75.0,97.0
0,71,75.0,3,770,743.0,1,0,0,0,0,1,1,1,3,3,65.0,65.0,66.0,70.0,72.0,7.0,11.0,75.0,97.0,1.0
0,98,71.0,3,586,770.0,0,0,0,0,1,1,1,3,3,3,65.0,66.0,70.0,72.0,71.0,11.0,75.0,97.0,1.0,75.0
0,81,44.0,3,725,1045.0,0,0,0,1,0,1,3,3,3,3,66.0,70.0,72.0,71.0,71.0,75.0,97.0,1.0,75.0,98.0
0,72,81.0,3,780,725.0,0,0,1,0,1,3,3,3,3,3,70.0,72.0,71.0,71.0,81.0,97.0,1.0,75.0,98.0,44.0
0,80,135.0,1,725,433.0,0,1,0,1,0,3,3,3,3,3,72.0,71.0,71.0,81.0,81.0,1.0,75.0,98.0,44.0,72.0
0,13,80.0,1,2200,725.0,1,0,1,0,1,3,3,3,3,1,71.0,71.0,81.0,81.0,80.0,75.0,98.0,44.0,72.0,135.0
0,37,78.0,2,1152,725.0,0,1,0,1,0,3,3,3,1,1,71.0,81.0,81.0,80.0,80.0,98.0,44.0,72.0,135.0,13.0
0,88,76.0,2,650,725.0,1,0,1,0,0,3,3,1,1,2,81.0,81.0,80.0,80.0,78.0,44.0,72.0,135.0,13.0,37.0
0,72,86.0,2,760,646.0,0,1,0,0,0,3,1,1,2,2,81.0,80.0,80.0,78.0,76.0,72.0,135.0,13.0,37.0,88.0
0,107,72.0,2,545,760.0,1,0,0,0,1,1,1,2,2,2,80.0,80.0,78.0,76.0,72.0,135.0,13.0,37.0,88.0,86.0
0,69,278.0,1,835,201.0,0,1,0,0,0,1,1,1,1,1,86.0,276.0,24.0,21.0,69.0,108.0,137.0,137.0,123.0,132.0
0,2,116.0,2,9605,498.0,0,1,0,1,0,2,2,2,2,2,124.0,18.0,61.0,148.0,30.0,117.0,117.0,117.0,121.0,121.0
0,47,113.0,2,1030,518.0,1,0,1,0,0,2,2,2,2,2,18.0,61.0,148.0,30.0,116.0,117.0,117.0,121.0,121.0,2.0
0,47,113.0,2,1044,518.0,0,1,0,0,0,2,2,2,2,2,61.0,148.0,30.0,116.0,113.0,117.0,121.0,121.0,2.0,47.0
0,110,93.0,1,490,665.0,1,0,0,0,0,2,2,2,2,2,148.0,30.0,116.0,113.0,113.0,121.0,121.0,2.0,47.0,47.0
0,136,110.0,1,418,490.0,0,0,0,0,1,2,2,2,2,1,30.0,116.0,113.0,113.0,110.0,121.0,2.0,47.0,47.0,93.0
0,104,42.0,3,545,1085.0,0,0,0,1,0,2,2,2,1,1,116.0,113.0,113.0,110.0,110.0,2.0,47.0,47.0,93.0,136.0
0,10,104.0,3,3045,545.0,0,0,1,0,1,2,2,1,1,3,113.0,113.0,110.0,110.0,104.0,47.0,47.0,93.0,136.0,42.0
0,86,113.0,1,683,500.0,0,1,0,1,0,2,1,1,3,3,113.0,110.0,110.0,104.0,104.0,47.0,93.0,136.0,42.0,10.0
0,85,128.0,2,670,445.0,1,0,1,0,0,1,1,3,3,1,110.0,110.0,104.0,104.0,113.0,93.0,136.0,42.0,10.0,86.0
0,77,109.0,2,720,486.0,0,1,0,0,0,1,3,3,1,2,110.0,104.0,104.0,113.0,128.0,136.0,42.0,10.0,86.0,85.0
0,114,69.0,2,492,790.0,1,0,0,0,0,3,3,1,2,2,104.0,104.0,113.0,128.0,109.0,42.0,10.0,86.0,85.0,77.0
0,13,114.0,2,2120,492.0,0,0,0,0,1,3,1,2,2,2,104.0,113.0,128.0,109.0,114.0,10.0,86.0,85.0,77.0,69.0
0,38,110.0,2,1160,524.0,0,0,0,1,0,1,2,2,2,2,113.0,128.0,109.0,114.0,114.0,86.0,85.0,77.0,69.0,13.0
0,7,134.0,2,3825,434.0,0,0,1,0,0,2,2,2,2,2,128.0,109.0,114.0,114.0,110.0,85.0,77.0,69.0,13.0,38.0
0,56,22.0,2,882,1845.0,1,1,0,0,1,2,2,2,2,2,96.0,7.0,25.0,117.0,116.0,59.0,59.0,59.0,55.0,56.0
0,47,56.0,2,1030,882.0,1,0,0,1,1,2,2,2,2,2,7.0,25.0,117.0,116.0,56.0,59.0,59.0,55.0,56.0,22.0
0,100,58.0,2,580,907.0,0,0,1,1,0,2,2,2,2,2,25.0,117.0,116.0,56.0,56.0,59.0,55.0,56.0,22.0,47.0
0,39,57.0,1,1251,891.0,0,1,1,0,0,2,2,2,2,2,117.0,116.0,56.0,56.0,58.0,55.0,56.0,22.0,47.0,100.0
0,32,60.0,1,1415,901.0,1,1,0,0,0,2,2,2,2,1,116.0,56.0,56.0,58.0,57.0,56.0,22.0,47.0,100.0,39.0
0,62,42.0,1,882,1186.0,1,0,0,0,0,2,2,2,1,1,56.0,56.0,58.0,57.0,60.0,22.0,47.0,100.0,39.0,32.0
0,6,62.0,1,4450,882.0,0,0,0,0,1,2,2,1,1,1,56.0,58.0,57.0,60.0,62.0,47.0,100.0,39.0,32.0,42.0
0,66,19.0,3,876,1715.0,0,0,0,1,0,2,1,1,1,1,58.0,57.0,60.0,62.0,62.0,100.0,39.0,32.0,42.0,6.0
0,26,66.0,3,1535,876.0,0,0,1,0,1,1,1,1,1,3,57.0,60.0,62.0,62.0,66.0,39.0,32.0,42.0,6.0,19.0
0,63,49.0,3,876,997.0,0,1,0,1,0,1,1,1,3,3,60.0,62.0,62.0,66.0,66.0,32.0,42.0,6.0,19.0,26.0
0,52,63.0,3,985,876.0,1,0,1,0,1,1,1,3,3,3,62.0,62.0,66.0,66.0,63.0,42.0,6.0,19.0,26.0,49.0
0,60,58.0,2,899,911.0,0,1,0,1,0,1,3,3,3,3,62.0,66.0,66.0,63.0,63.0,6.0,19.0,26.0,49.0,52.0
0,60,21.0,2,891,1734.0,1,0,1,0,0,3,3,3,3,2,66.0,66.0,63.0,63.0,58.0,19.0,26.0,49.0,52.0,60.0
0,58,60.0,2,905,891.0,0,1,0,0,1,3,3,3,2,2,66.0,63.0,63.0,58.0,60.0,26.0,49.0,52.0,60.0,21.0
0,24,108.0,2,1715,528.0,1,0,0,1,0,2,2,2,2,2,189.0,28.0,8.0,55.0,49.0,138.0,138.0,136.0,117.0,117.0
0,44,106.0,2,1166,548.0,0,0,1,0,0,2,2,2,2,2,28.0,8.0,55.0,49.0,108.0,138.0,136.0,117.0,117.0,24.0
0,93,103.0,2,627,574.0,0,1,0,0,0,2,2,2,2,2,8.0,55.0,49.0,108.0,106.0,136.0,117.0,117.0,24.0,44.0
0,3,102.0,1,5615,594.0,1,0,0,0,0,2,2,2,2,2,55.0,49.0,108.0,106.0,103.0,117.0,117.0,24.0,44.0,93.0
0,96,82.0,3,585,706.0,0,0,0,0,0,2,2,2,2,1,49.0,108.0,106.0,103.0,102.0,117.0,24.0,44.0,93.0,3.0
0,24,96.0,3,1580,585.0,0,0,0,0,1,2,2,2,1,3,108.0,106.0,103.0,102.0,96.0,24.0,44.0,93.0,3.0,82.0
0,103,96.0,3,554,599.0,0,0,0,1,0,2,2,1,3,3,106.0,103.0,102.0,96.0,96.0,44.0,93.0,3.0,82.0,24.0
0,43,96.0,2,1025,599.0,0,0,1,0,0,2,1,3,3,3,103.0,102.0,96.0,96.0,96.0,93.0,3.0,82.0,24.0,103.0
0,101,94.0,2,544,599.0,0,1,0,0,0,1,3,3,3,2,102.0,96.0,96.0,96.0,96.0,3.0,82.0,24.0,103.0,43.0
0,61,104.0,2,872,540.0,1,0,0,0,0,3,3,3,2,2,96.0,96.0,96.0,96.0,94.0,82.0,24.0,103.0,43.0,101.0
0,23,104.0,2,1630,540.0,0,0,0,0,0,3,3,2,2,2,96.0,96.0,96.0,94.0,104.0,24.0,103.0,43.0,101.0,61.0
0,103,57.0,2,540,912.0,0,0,0,0,0,3,2,2,2,2,96.0,96.0,94.0,104.0,104.0,103.0,43.0,101.0,61.0,23.0
0,103,15.0,2,540,1962.0,0,0,0,0,1,2,2,2,2,2,96.0,94.0,104.0,104.0,103.0,43.0,101.0,61.0,23.0,57.0
0,107,103.0,2,493,540.0,0,0,0,1,1,2,2,2,2,2,94.0,104.0,104.0,103.0,103.0,101.0,61.0,23.0,57.0,15.0
0,107,89.0,2,545,622.0,0,0,1,1,0,2,2,2,2,2,104.0,104.0,103.0,103.0,103.0,61.0,23.0,57.0,15.0,107.0
0,107,72.0,2,545,760.0,0,1,1,0,1,2,2,2,2,2,104.0,103.0,103.0,103.0,107.0,23.0,57.0,15.0,107.0,89.0
0,21,107.0,2,1797,545.0,1,1,0,1,1,2,2,2,2,2,103.0,103.0,103.0,107.0,107.0,57.0,15.0,107.0,89.0,72.0
0,2,20.0,2,9605,2050.0,0,1,1,1,1,2,2,2,2,2,53.0,127.0,71.0,10.0,25.0,19.0,20.0,20.0,20.0,20.0
0,17,53.0,2,2320,952.0,1,1,1,1,0,2,2,2,2,2,127.0,71.0,10.0,25.0,20.0,20.0,20.0,20.0,20.0,2.0
0,17,67.0,2,2320,755.0,1,1,1,0,1,2,2,2,2,2,71.0,10.0,25.0,20.0,17.0,20.0,20.0,20.0,2.0,53.0
0,7,17.0,2,3400,2320.0,1,1,0,1,1,2,2,2,2,2,10.0,25.0,20.0,17.0,17.0,20.0,20.0,2.0,53.0,67.0
0,17,129.0,2,2230,448.0,1,0,1,1,0,2,2,2,2,2,25.0,20.0,17.0,17.0,17.0,20.0,2.0,53.0,67.0,7.0
0,17,29.0,2,2230,1490.0,0,1,1,0,1,2,2,2,2,2,20.0,17.0,17.0,17.0,17.0,2.0,53.0,67.0,7.0,129.0
0,47,17.0,2,1030,2230.0,1,1,0,1,1,2,2,2,2,2,17.0,17.0,17.0,17.0,17.0,53.0,67.0,7.0,129.0,29.0
0,15,73.0,2,2275,734.0,1,0,1,1,0,2,2,2,2,2,17.0,17.0,17.0,17.0,17.0,67.0,7.0,129.0,29.0,47.0
0,26,15.0,2,1567,2275.0,0,1,1,0,1,2,2,2,2,2,17.0,17.0,17.0,17.0,15.0,7.0,129.0,29.0,47.0,73.0
0,13,374.0,2,2275,109.0,1,1,0,1,0,2,2,2,2,2,17.0,17.0,17.0,15.0,15.0,129.0,29.0,47.0,73.0,26.0
